,Username,Name,No_of_followers,No_of_followees,Tweet,Location,Created_at,Like_count,Retweet_count,to0,to1,to2,to3,to4,to5
278,OanTimor5,LakTutus,429,3042,"RT @Maya83206301: Wahai @KomnasHAM denger apa kata bung @corbuzier bukankah anda tdk setuju dng hukuman kebiri 
Seandainya terjadi dng kel…","Kota Yogyakarta, Yogyakarta",12/11/2021 11:36,0,15,Maya83206301,KomnasHAM,corbuzier,,,
279,atunatufuli59,atunatufuli59,4,7,"RT @corbuzier: Orang apa anjing!!?

https://t.co/Ci499lCooc",STB,12/11/2021 11:22,0,28,corbuzier,,,,,
280,Maya83206301,Mayasari,1649,2023,RT @SopoJar6wo: @Maya83206301 @KomnasHAM @corbuzier @DavidWijaya82 @__AnakKolong @FerdinandHaean3 @_SEKNAS_RI @ChusnulCh__ @RD_4WR1212 @Nan…,,12/11/2021 11:22,0,1,SopoJar6wo,Maya83206301,KomnasHAM,corbuzier,DavidWijaya82,
281,Lia_EaEa,Lia,0,7,@corbuzier Emang beda? ??,,12/11/2021 11:13,0,0,corbuzier,,,,,
282,PenontonUmum_,Urang Mah Da,155,43,"@unmagnetism cc @corbuzier 
coba om ded undang ke podcast, syarat harus pakaian sopan.","Bandung, Indonesia",12/11/2021 10:43,0,0,unmagnetism,corbuzier,,,,
283,siswabicara,B O Y_7,0,0,"Hidup ini bukan tentang kompetisi

Tapi 

Hidup ini tentang survive dari segala situasi dan kondisi

#happyniceday
#WannaOne 
#OleOut 
#XaviOut 
#ucl
#Filosofia 
#plato 
@EnoBening 
@anyaselalubenar 
@corbuzier",,12/11/2021 10:30,0,0,,,,,,
284,SopoJar6wo,SopoJarwo,920,694,"RT @Maya83206301: Wahai @KomnasHAM denger apa kata bung @corbuzier bukankah anda tdk setuju dng hukuman kebiri 
Seandainya terjadi dng kel…",,12/11/2021 10:17,0,15,Maya83206301,KomnasHAM,corbuzier,,,
285,SopoJar6wo,SopoJarwo,920,694,@Maya83206301 @KomnasHAM @corbuzier @DavidWijaya82 @__AnakKolong @FerdinandHaean3 @_SEKNAS_RI @ChusnulCh__ @RD_4WR1212 @NanaRosa___ Mudah mudahan hal itu terjadi pada keluarga komnas ham biar pada mikir,,12/11/2021 10:17,1,1,Maya83206301,KomnasHAM,corbuzier,DavidWijaya82,__AnakKolong,
286,Calista_1212,Calista,1383,1305,"RT @Maya83206301: Wahai @KomnasHAM denger apa kata bung @corbuzier bukankah anda tdk setuju dng hukuman kebiri 
Seandainya terjadi dng kel…",,12/11/2021 9:55,0,15,Maya83206301,KomnasHAM,corbuzier,,,
287,_SEKNAS_RI,SEKNAS #RI,155748,6572,"RT @Maya83206301: Wahai @KomnasHAM denger apa kata bung @corbuzier bukankah anda tdk setuju dng hukuman kebiri 
Seandainya terjadi dng kel…","Jakarta Selatan, DKI Jakarta",12/11/2021 9:54,0,15,Maya83206301,KomnasHAM,corbuzier,,,
288,RoySetia17,???? Roy Setia ????,84,401,"Mohon dihukum seberat beratnya....kebiri seumur hidup..
@ListyoSigitP @YaqutCQoumas @corbuzier @KejaksaanRI https://t.co/ORhU10vDE4",,12/11/2021 9:37,0,0,,,,,,
289,ad_obesum,Name cannot be blank,82,122,"Om ded @corbuzier klo jadi pindah warga negara, saya diajak yah sekalian jadi crew creativenya #closethedoor di negara baru ???? https://t.co/vkirD6Odp5",,12/11/2021 9:02,0,0,corbuzier,,,,,
290,skullcmdr,Skull_Commander,595,4999,"- https://t.co/po3bY0hW15
- https://t.co/O4u93hNvBm
Kepada bapak @YaqutCQoumas @Kemenag_RI  @ListyoSigitP @DivHumas_Polri, ini kok gimana ya, ini kesannya malah2 nutup2in gini?
@kpp_pa @KomnasPerempuan @corbuzier @BBCIndonesia @VICE @VICENews @Kemenkumham_RI @jokowi @NafysSeword https://t.co/wjanNhvBYC https://t.co/3Yy1m5rDLU",Indonesia,12/11/2021 8:56,1,0,,,,,,
291,mobilgp,Mobil Golf,125,337,"RT @Maya83206301: Wahai @KomnasHAM denger apa kata bung @corbuzier bukankah anda tdk setuju dng hukuman kebiri 
Seandainya terjadi dng kel…",Indonesia,12/11/2021 8:56,0,15,Maya83206301,KomnasHAM,corbuzier,,,
292,singaygterluka,Mr. Sontoloyo,16,86,@idextratime @corbuzier mungkin bisa bantu jawab om...??,,12/11/2021 8:37,0,0,idextratime,corbuzier,,,,
293,evanmars,Evan Mars,252,379,@MuhadklyAcho @corbuzier @nikitamir @jokowi bisa ya........ Waaaaw,"Curup, Bengkulu",12/11/2021 8:37,0,0,MuhadklyAcho,corbuzier,nikitamir,jokowi,,
294,evanmars,Evan Mars,252,379,"Aku ngak setuju d hukum MATI nih s3tan, ngak ada gunanya. 
Mending d bakar hidup2 agar dia merasakan neraka dunia dan bakal mati perlahan @DivHumas_Polri @corbuzier @jokowi @netmediatama https://t.co/RXfMhCycZw","Curup, Bengkulu",12/11/2021 8:34,0,0,,,,,,
295,banggmannnn,BangMan,3,102,@idextratime @corbuzier tanya aja,"Bandung, Jawa Barat",12/11/2021 8:30,0,0,idextratime,corbuzier,,,,
296,CaesarRKG,YourTrueLie,438,413,@Naizarusama @meihidaningrum @corbuzier gimana nih master,Jakarta Capital Region,12/11/2021 8:27,0,0,Naizarusama,meihidaningrum,corbuzier,,,
297,KembaranmuSista,???? anGIE,224,247,"@Muhamad05916975 @corbuzier Kemarin dengar di TV, Rancangan undang-undang buat pelaku pelecehan, maksimal hukuman mati, minimal 5 tahun, 5 tahun bang sementara korban bakal stress entah sampai kapan",INDONESIA,12/11/2021 8:02,0,0,Muhamad05916975,corbuzier,,,,
298,jayabintaro2,Al Caderon,14,78,@corbuzier Dia mbahnyaa setaann!!,,12/11/2021 8:00,0,0,corbuzier,,,,,
299,IBadebadebu,IinBadebadebu,5,138,@corbuzier kayak nya anjing juga gak mengakui dia sebagai sebangsa nya . IBLIS lebih tepat nya,,12/11/2021 7:47,0,0,corbuzier,,,,,
300,altrname,Clown,455,1504,"@MuhadklyAcho Waktu &amp; tempat, saya persilahkan bapak @corbuzier",192.168.0.0 | (AB-C),12/11/2021 7:42,0,0,MuhadklyAcho,corbuzier,,,,
301,YWid84,Y.Widodo,13,37,@YusraMahendra09 @Komareddan @corbuzier Masif sekali .. ckckckck rusak dah negara ini https://t.co/vH7YV5NWoe,indonesia,12/11/2021 7:38,0,0,YusraMahendra09,Komareddan,corbuzier,,,
302,KembaranmuSista,???? anGIE,224,247,"@corbuzier ANJING LEBIH BAIK.
saya tdk pelihara anjing tapi dulu klo berangkat sekolah ada anjing yg Selalu ngikutin saya dari belakang, GAK GIGIT.

KELAKUAN orang ini melebihi binatang, lebih kotor dari kotoran hewan.

Di kampung Ibuku, Kotoran hewan lebih bermanfaat bisa buat masak om",INDONESIA,12/11/2021 7:37,0,0,corbuzier,,,,,
303,DuTaInStagram,Xavier??MaCo,123,87,@halupulisi @corbuzier Om gak jadi pindah negara dah. Soalnya gak jadi di tahan,"DKI Jakarta, Indonesia",12/11/2021 7:26,0,0,halupulisi,corbuzier,,,,
304,Topi_Jerami77,Topi_Jeramy77,0,28,@corbuzier Anjing lebih bagus om ded,,12/11/2021 7:21,0,0,corbuzier,,,,,
305,YusraMahendra09,Yusra Mahendra,4,12,@YWid84 @Komareddan @corbuzier Hey titit pendeta itu ga usah di potong ya titit lo aja potong percuma kan ga kepake kan yg lo fungsiin?? bool??????????,,12/11/2021 7:11,0,0,YWid84,Komareddan,corbuzier,,,
306,YusraMahendra09,Yusra Mahendra,4,12,"@YWid84 @Komareddan @corbuzier Ya elah males gua nih debat sama orang kaya gini tapi ngeladenin seru juga ya, titit tuh potong percuma juga kan lo yg berfungsi bool.",,12/11/2021 7:09,0,0,YWid84,Komareddan,corbuzier,,,
307,YusraMahendra09,Yusra Mahendra,4,12,"@YWid84 @Komareddan @corbuzier Malahan di kitab lo juga ada yesus bilang hai orang israel , tuhan Allah kita, tuhan itu esa, Nah dia bilang tuhan kita berarti dia punya tuhan jga sama dengan orang israel itu, dan di Alquran juga bilang Allah itu tuhan smua nabi semua mahluk dan yg lbih jelas tuhan semesta alam",,12/11/2021 7:08,0,0,YWid84,Komareddan,corbuzier,,,
308,ZaenalZae7,Zaenal Zae,0,80,@uusbiasaaja Wakakakka... Pindah negara gak nih sma om @corbuzier,,12/11/2021 7:07,0,0,uusbiasaaja,corbuzier,,,,
309,evylagi,K-Py™?,3460,1413,RT @its_dul: @evylagi Liat video tiktok @corbuzier bicara soal kasus lagi rame dan di kaitkan busana juga.. jadi tuh hampir sama kayak gini…,boekannn hhh,12/11/2021 7:07,0,1,its_dul,evylagi,corbuzier,,,
310,YWid84,Y.Widodo,13,37,@YusraMahendra09 @Komareddan @corbuzier Bagus .. bisa jadi sejarah cucu nabi titidnya dipotong karena mesum,indonesia,12/11/2021 7:06,0,0,YusraMahendra09,Komareddan,corbuzier,,,
311,its_dul,Bang Dul,198,145,"@evylagi Liat video tiktok @corbuzier bicara soal kasus lagi rame dan di kaitkan busana juga.. jadi tuh hampir sama kayak gini ""banyak orang sholat tapi maksiat juga"" narasi diksi logika yang konyol itu sih ????",Bekasi-jekardah-indonesia Raya,12/11/2021 7:05,1,1,evylagi,corbuzier,,,,
312,arjunamu_,20%,16,50,@CNNIndonesia @corbuzier tanggepin om.,,12/11/2021 7:04,0,0,CNNIndonesia,corbuzier,,,,
313,YWid84,Y.Widodo,13,37,@YusraMahendra09 @Komareddan @corbuzier Sekalian tolong cariin nama junjunganmu yg doyan ngehex ada nggak di sana,indonesia,12/11/2021 7:03,0,0,YusraMahendra09,Komareddan,corbuzier,,,
314,YusraMahendra09,Yusra Mahendra,4,12,"@YWid84 @Komareddan @corbuzier Nih klo di Alquran tuhan hanya Allah, di kitab lo juga ada tuhan hanya Allah tiada yg lain https://t.co/uDV92fJ3OI",,12/11/2021 7:01,0,0,YWid84,Komareddan,corbuzier,,,
315,YusraMahendra09,Yusra Mahendra,4,12,@YWid84 @Komareddan @corbuzier Udah jilatin tuh sempak bool,,12/11/2021 6:57,0,0,YWid84,Komareddan,corbuzier,,,
316,YusraMahendra09,Yusra Mahendra,4,12,"@YWid84 @Komareddan @corbuzier Ya terserah buktiin aja, lagian gua ngilutin agama gua bukan manusia biasa yg pasti punya kesalahan, hanya kafir lah yg munafik tingkat tinggi,mending lo potong titit juga tu percuma lo dipake kan bool lo.",,12/11/2021 6:57,0,0,YWid84,Komareddan,corbuzier,,,
317,YusraMahendra09,Yusra Mahendra,4,12,"@YWid84 @Komareddan @corbuzier Nih loh dikitab lo ada, dan di agama islam juga nyembah Allah tuhan semesta alam https://t.co/OKChTfWQXw",,12/11/2021 6:54,0,0,YWid84,Komareddan,corbuzier,,,
318,YWid84,Y.Widodo,13,37,@YusraMahendra09 @Komareddan @corbuzier Udah jilatim tuh batu,indonesia,12/11/2021 6:53,0,0,YusraMahendra09,Komareddan,corbuzier,,,
319,Komareddan,?????????? ??????,86,330,@corbuzier Dua orang tolol lgi ribut sesuatu yg ga penting,"Kota Cilegon, Banten",12/11/2021 6:52,0,0,corbuzier,,,,,
320,YusraMahendra09,Yusra Mahendra,4,12,"@YWid84 @Komareddan @corbuzier Nah si kafir penyembah sempak jilatin bool kan udah gua jawab gua ga nyembah batu, tapi yg gua sempah tuhanya semua nabi ,termasuk yg disuruh si yesus ada di kitabnya berbunyi tuhanlah  Allah dilangit fiatas dan dibumi dibawah tak ada yg lain ada lo ayatnya di kitab lo??",,12/11/2021 6:52,0,0,YWid84,Komareddan,corbuzier,,,
321,YWid84,Y.Widodo,13,37,@YusraMahendra09 @Komareddan @corbuzier Ini kalo diteruskan dan terbukti harus dipotong juga tititnya sih biar cocok pakek daster sama softex https://t.co/1Gh4fFZSJQ,indonesia,12/11/2021 6:50,0,0,YusraMahendra09,Komareddan,corbuzier,,,
322,YusraMahendra09,Yusra Mahendra,4,12,"@YWid84 @Komareddan @corbuzier Woi kafir klo memang iy terbukti ya gua ga bakal bela ,jelas ya, klo terbukti ya proses secara hukum tapi klo blom dibuktiin jadilah hakim jangan berpihak",,12/11/2021 6:49,0,0,YWid84,Komareddan,corbuzier,,,
323,YusraMahendra09,Yusra Mahendra,4,12,"@YWid84 @Komareddan @corbuzier Woi kafir blom di buktiin dan terang jelas dan ditetapkan terbukti bersalah gua dih masih netral, ditambah liat perlakuan hukum yg tidak adil ya gua makin mengira ini fitnahan politik",,12/11/2021 6:47,0,0,YWid84,Komareddan,corbuzier,,,
324,YWid84,Y.Widodo,13,37,@YusraMahendra09 @Komareddan @corbuzier Lu kapan mau berhenti nyambah batu dan berhenti jilatin batu ??,indonesia,12/11/2021 6:47,0,0,YusraMahendra09,Komareddan,corbuzier,,,
325,YWid84,Y.Widodo,13,37,"@YusraMahendra09 @Komareddan @corbuzier Lu nanya deh habib yg baek"" malu nggak sama kelakuan habib yg lu sanjung"" tuh .. Mgkn mereka muak jijik",indonesia,12/11/2021 6:45,0,0,YusraMahendra09,Komareddan,corbuzier,,,
326,YusraMahendra09,Yusra Mahendra,4,12,"@YWid84 @Komareddan @corbuzier Pendeta mesum,pastur mesum biarawati mesum ada semua di tiap agama dan kehidupan sosial , jadi lo ngalihin topik nih dari debat hakim ????baca baik2 tuh kitab  udah terpojok debat soal hakim lari lagi ke  awal padahal penyembah sempak masih rekor klo soal mesum???? https://t.co/t19zhdMHoq",,12/11/2021 6:45,0,0,YWid84,Komareddan,corbuzier,,,
327,YWid84,Y.Widodo,13,37,@YusraMahendra09 @Komareddan @corbuzier Lu mau bukti chatnya? ?? Apa pengen liat selangkangan juga? Makanya Lu liat buktinya di dasternya habib Lu tuh,indonesia,12/11/2021 6:43,0,0,YusraMahendra09,Komareddan,corbuzier,,,
328,YusraMahendra09,Yusra Mahendra,4,12,"@YWid84 @Komareddan @corbuzier Lah sama kan ,eh kafir doyan fitnah blom terbukti lo yg lo maksud ya, nah pendeta kan juga bendakwah agama sama lah dasar kafir",,12/11/2021 6:41,0,0,YWid84,Komareddan,corbuzier,,,
329,YWid84,Y.Widodo,13,37,"@YusraMahendra09 @Komareddan @corbuzier Habib mesum, Kyai mesum, ustaz mesum ?? https://t.co/V2NubxZKYC",indonesia,12/11/2021 6:01,0,0,YusraMahendra09,Komareddan,corbuzier,,,
330,tebaksaya5,tebaksaya,1,100,@AREAJULID Menunggu respon @corbuzier https://t.co/7x7oepVvBs,,12/11/2021 5:56,0,0,AREAJULID,corbuzier,,,,
331,YWid84,Y.Widodo,13,37,@YusraMahendra09 @Komareddan @corbuzier Pendeta apa istimewanya .. ini habib men cucu nabi lho .. luar biasa ini BIADABNYA,indonesia,12/11/2021 5:56,0,0,YusraMahendra09,Komareddan,corbuzier,,,
332,YusraMahendra09,Yusra Mahendra,4,12,"@YWid84 @Komareddan @corbuzier Kafir doyan fitnah pendeta juga ada yg chat mesum, apa yg lo bilang jelek kebalikanya ada di lo juga, oke soal hakim aja lo udah han lah males gua sama lo.",,12/11/2021 5:49,0,0,YWid84,Komareddan,corbuzier,,,
333,Indones30065690,Indonesia Ku,82,235,"RT @Maya83206301: Wahai @KomnasHAM denger apa kata bung @corbuzier bukankah anda tdk setuju dng hukuman kebiri 
Seandainya terjadi dng kel…",,12/11/2021 5:39,0,15,Maya83206301,KomnasHAM,corbuzier,,,
334,Rizmauul,R MAULANA,283,433,"Gimana om @corbuzier ? Jadi pindah negara? Kan Rachel Vennya gajadi dipenjara cuma dikasih masa percobaan. Tolong bantuannya om biar dia dipenjara, minta bantuan sama mbak Niki jg

Om @imanlagi, gamau refer kasus ini ke om Sahroni? Biar Rachel dipenjara.",,12/11/2021 4:50,1,0,corbuzier,,,,,
335,NanaRosa___,Les yeux sans visage #RI,4006,620,RT @Maya83206301: @nie_mans @KomnasHAM @corbuzier @DavidWijaya82 @__AnakKolong @FerdinandHaean3 @_SEKNAS_RI @ChusnulCh__ @RD_4WR1212 @NanaR…,DKI,12/11/2021 4:45,0,4,Maya83206301,nie_mans,KomnasHAM,corbuzier,DavidWijaya82,
336,NanaRosa___,Les yeux sans visage #RI,4006,620,"RT @Maya83206301: Wahai @KomnasHAM denger apa kata bung @corbuzier bukankah anda tdk setuju dng hukuman kebiri 
Seandainya terjadi dng kel…",DKI,12/11/2021 4:45,0,15,Maya83206301,KomnasHAM,corbuzier,,,
337,Maya83206301,Mayasari,1649,2023,"@nie_mans @KomnasHAM @corbuzier @DavidWijaya82 @__AnakKolong @FerdinandHaean3 @_SEKNAS_RI @ChusnulCh__ @RD_4WR1212 @NanaRosa___ Ternyata kadrun ..
Pantesan kadrun pd mingkem https://t.co/9jc9m8RaGL",,12/11/2021 4:45,4,4,nie_mans,KomnasHAM,corbuzier,DavidWijaya82,__AnakKolong,
338,YWid84,Y.Widodo,13,37,@YusraMahendra09 @Komareddan @corbuzier Habib juga ada yg chat sex vcs lho,indonesia,12/11/2021 4:45,0,0,YusraMahendra09,Komareddan,corbuzier,,,
339,Maya83206301,Mayasari,1649,2023,RT @nie_mans: @Maya83206301 @KomnasHAM @corbuzier @DavidWijaya82 @__AnakKolong @FerdinandHaean3 @_SEKNAS_RI @ChusnulCh__ @RD_4WR1212 @NanaR…,,12/11/2021 4:44,0,1,nie_mans,Maya83206301,KomnasHAM,corbuzier,DavidWijaya82,
340,nie_mans,Nie MANS,11,52,"@Maya83206301 @KomnasHAM @corbuzier @DavidWijaya82 @__AnakKolong @FerdinandHaean3 @_SEKNAS_RI @ChusnulCh__ @RD_4WR1212 @NanaRosa___ Di kebiri ??? Enak benerr ,itu khan teteup bisa bangun dan memperkosa lagi bahkan tanpa RESIKO hamil ... udeh yg bener potong Biji nya dan jadi in Sop kaki kambing torpedo ... Yummy khan",,12/11/2021 4:41,1,1,Maya83206301,KomnasHAM,corbuzier,DavidWijaya82,__AnakKolong,
341,Maya83206301,Mayasari,1649,2023,"RT @Maya83206301: Wahai @KomnasHAM denger apa kata bung @corbuzier bukankah anda tdk setuju dng hukuman kebiri 
Seandainya terjadi dng kel…",,12/11/2021 4:39,0,15,Maya83206301,KomnasHAM,corbuzier,,,
342,Maya83206301,Mayasari,1649,2023,"Wahai @KomnasHAM denger apa kata bung @corbuzier bukankah anda tdk setuju dng hukuman kebiri 
Seandainya terjadi dng kel anda sendiri apakah akan diam ???

@DavidWijaya82 
@__AnakKolong 
@FerdinandHaean3 
@_SEKNAS_RI 
@ChusnulCh__ 
@RD_4WR1212 
@NanaRosa___ https://t.co/qQc3OGFWAP",,12/11/2021 4:39,23,15,KomnasHAM,corbuzier,,,,
343,YusraMahendra09,Yusra Mahendra,4,12,"@YWid84 @Komareddan @corbuzier Smuanya biarawati jga ada yg di perkosa pendeta dan pendeta juga ada yg memperkosa  jemaatnya  , lagian ini gua ngomong ga ke elu tapi lo yg hubungin ke dedy cobuzer gua jawab ke om dedy doang males ngomong sama lu,setuju sama vedeo youtubnya hukum itu mereka semua maksimal .",,12/11/2021 4:38,0,0,YWid84,Komareddan,corbuzier,,,
344,YWid84,Y.Widodo,13,37,@YusraMahendra09 @Komareddan @corbuzier Anjing masih ada manfaatnya dibanding mereka yg mengaku ahli agama tp perkosa santriwatinya,indonesia,12/11/2021 4:29,0,0,YusraMahendra09,Komareddan,corbuzier,,,
345,YusraMahendra09,Yusra Mahendra,4,12,@YWid84 @Komareddan @corbuzier Mereka semua itu lebih dari anjing om dedy https://t.co/99tynTSJDq,,12/11/2021 4:00,0,0,YWid84,Komareddan,corbuzier,,,
346,YusraMahendra09,Yusra Mahendra,4,12,@corbuzier Itu anjing https://t.co/R4Fc82bbPa,,12/11/2021 3:58,0,0,corbuzier,,,,,
347,dianviania,Ian,236,293,"Orang ini diduga Sempat merugikan Beberapa pihak hingga ratusan juta..  @DivHumas_Polri 
@humaspoldajbr @RESTABES_BDG @CCICPolri @infobdg @InfoUntukSemua_  @infojakarta @InfoJakartaSatu dimohon bantuannya untuk orang"" berpengaruh @corbuzier @ernestprakasa @uusbiasaaja #viralindo","Bandung Kulon, Indonesia",12/11/2021 3:50,0,0,DivHumas_Polri,,,,,
348,KangWinarto,Mas Winarto,31,148,"@suparjan63 @corbuzier Orang timur tengah yang Syi'ah biasanya gitu, kalau yang ahlussunah malah menentang","Bogor, Indonesia",12/11/2021 3:45,0,0,suparjan63,corbuzier,,,,
349,Pardo_Aganis,Par Topi Tao,583,708,"@uusbiasaaja Hhaha kyknya om @corbuzier pindah warga negara nih..
Jd tolong ya, yg py kasus hukum itu gk usah mahal2 bayar pengacara, cari saksi dll. Cukup kalian Sopan saja pasti bebas.
Kalo terpaksa hrs membunuh, membunuh lah dengan sopan. Hahaha",,12/11/2021 3:33,0,0,uusbiasaaja,corbuzier,,,,
350,kidev123,Kiminishikarareta,328,773,"bener kata @corbuzier, hukuman Mati https://t.co/jU8GHuA7rU","Solo, ID",12/11/2021 3:22,0,0,corbuzier,,,,,
351,RoySetia17,???? Roy Setia ????,84,401,Setuju banget mas @corbuzier ....pak @ListyoSigitP @KejaksaanRI https://t.co/Og2UMZKheq,,12/11/2021 3:18,0,0,corbuzier,ListyoSigitP,KejaksaanRI,,,
352,diditmuhammad,dm,520,312,Klo urusan diserahkan ke BUKAN AHLINYA ?@NajwaShihab @karniilyas @corbuzier @ReflyHZ https://t.co/5wIkBHXFP6,Singapore,12/11/2021 2:08,0,0,NajwaShihab,karniilyas,corbuzier,ReflyHZ,,
353,diditmuhammad,dm,520,312,@tempodotco Goodjob pak..klo BISA dan BERANI.. BERSIHKAN DULU  institusi bapak @ListyoSigitP ???????????? TANPA PANDANG BULU  dan PANGKAT dan latar belakang dan kelompok. Termasuk proyek2 apapun ya pak. @karniilyas @fadlizon @NajwaShihab @ReflyHZ @corbuzier,Singapore,12/11/2021 1:48,0,0,tempodotco,ListyoSigitP,karniilyas,fadlizon,NajwaShihab,corbuzier
354,nimidnec,ErrorBoy,1006,3761,"Data di Indonesia gimana?

@BudiGSadikin @corbuzier @budimandjatmiko @erickthohir @jokowi @kemenkomarves https://t.co/JBpH5Uxn1b",,12/11/2021 1:47,1,0,,,,,,
355,VictoryAris,ProAgent,498,927,@CNNIndonesia Om @corbuzier pindah negara ga nih? Hukum Indo kaya gini om ????????,Calon Mantan Ibukota,12/11/2021 1:44,0,0,CNNIndonesia,corbuzier,,,,
356,TehManisPanas4,Terapkan Prokes 5M ????,385,433,RT @FapolosS: @Fer_78748 @ListyoSigitP @jokowi @DPR_RI @KomnasHAM Krn media² seakan tutup mata dan tdk bersuara.. semoga mas Deddy @corbuzi…,,12/11/2021 1:36,0,1,FapolosS,Fer_78748,ListyoSigitP,jokowi,DPR_RI,corbuzier
357,ponkiponk,Mrs. Calum Hood,547,490,@AREAJULID Wah mas Dedy bakalan jadi pindah negara ga neeeh? @corbuzier ????,"Kota Bandung, Jawa Barat",12/11/2021 1:34,0,0,AREAJULID,corbuzier,,,,
358,YussefJol,JUL-JOL ??????????,88,399,"RT @conan_idn: Ini muridnya HRS. kalau mau ngomongin HRS, jangan cuman satu pihak dr dudung saja ded @corbuzier, undang dong Habib Bahar ya…","Cianjur, Indonesia",12/11/2021 1:31,0,792,conan_idn,corbuzier,,,,
359,suparjan63,Soepardjan ???? : penyimak dinamika,132,127,@KangWinarto @corbuzier Mirip kawin kontrak orang2 Timur Tengah yg di Puncak ya om? ??,"Yogyakarta, Indonesia",12/11/2021 1:27,0,0,KangWinarto,corbuzier,,,,
360,FapolosS,Don,2378,2354,@Fer_78748 @ListyoSigitP @jokowi @DPR_RI @KomnasHAM Krn media² seakan tutup mata dan tdk bersuara.. semoga mas Deddy @corbuzier mau mengundang beliau utk meng-klarifikasi hal ini,indonesia,12/11/2021 1:25,2,1,Fer_78748,ListyoSigitP,jokowi,DPR_RI,KomnasHAM,
361,suparjan63,Soepardjan ???? : penyimak dinamika,132,127,@septianasa07 @tirta_cipeng @mohmahfudmd @corbuzier   @satgascovid19id   yuk....bisa yuk...gak usah karantina gaes....??????,"Yogyakarta, Indonesia",12/11/2021 1:24,0,0,septianasa07,tirta_cipeng,mohmahfudmd,corbuzier,satgascovid19id,
362,awangdepp,PapiAW,231,437,Baru tahu kalau Tante @sophialatjuba88 dan Om @corbuzier keturunan Banyuwangi,FOLLOW YOU,12/11/2021 1:22,0,0,sophialatjuba88,corbuzier,,,,
363,al_jendra,Al Jendra,4406,4988,"RT @zi_vot: @al_jendra @corbuzier Betul kang,
kata paribasa mah... Ulah sampé ""nitipkeun hayam ka Heulang""

(Menitipkan ayam kepada Elang)…","Jampangkulon, Indonesia",12/11/2021 1:14,0,1,zi_vot,al_jendra,corbuzier,,,
364,al_jendra,Al Jendra,4406,4988,@zi_vot @corbuzier tah eta kang leres pisan ??????,"Jampangkulon, Indonesia",12/11/2021 1:14,1,0,zi_vot,corbuzier,,,,
365,zi_vot,???? ????,14018,10499,"@al_jendra @corbuzier Betul kang,
kata paribasa mah... Ulah sampé ""nitipkeun hayam ka Heulang""

(Menitipkan ayam kepada Elang)

Harus selektif dan tetap waspada.",,12/11/2021 1:10,1,1,al_jendra,corbuzier,,,,
366,majorouble,Tiar,230,154,@CNNIndonesia @corbuzier gmna om?,salatiga,12/11/2021 1:08,0,0,CNNIndonesia,corbuzier,,,,
367,al_jendra,Al Jendra,4406,4988,"@zi_vot @corbuzier ngenes nya kang duh
i'tibar kanggo urang 
bahwa kedah hati2 nitipkeun turunan urang
sok sanaos pangkat ustad ari akhlaqna bejad mah mantak rungkad","Jampangkulon, Indonesia",12/11/2021 1:04,1,0,zi_vot,corbuzier,,,,
368,dsubono9,dsubono9,727,1487,RT @inghau: @dsubono9 @corbuzier Kutu anjing or tai anjing mungkin lebih tepat kak.,Indonesia Tengah,12/11/2021 0:49,0,1,inghau,dsubono9,corbuzier,,,
369,dimasponcoaji,dimas ponco,205,444,"Hei @MUIPusat ini orang harus dihukum seberat2nya, memanfaatkan agama demi kepuasan nafsu bejatnya bapak2 @KejaksaanRI jangan cuma 15thn hukumannya!!! Hukum mati klo kata om @corbuzier https://t.co/22ikMt9HRy",Indonesia,12/11/2021 0:29,0,0,MUIPusat,KejaksaanRI,corbuzier,,,
370,hotobob,hotobob,265,196,@CNNIndonesia Jadi pindah warga negara ga om @corbuzier ????,"Bogor, Jawa Barat",12/11/2021 0:10,0,0,CNNIndonesia,corbuzier,,,,
371,Andikacleosa,Cleosa,652,371,@AgusMagelangan Kalo sampe dibahas di close the door om @corbuzier pasti dirubah nih tes prakter bikin sim motornya,"DKI Jakarta, Indonesia",12/11/2021 0:09,1,0,AgusMagelangan,corbuzier,,,,
