,Username,Name,No_of_followers,No_of_followees,Tweet,Location,Created_at,Like_count,Retweet_count,to0,to1,to2,to3,to4,to5
189,Dreamcoid,Dream.co.id,11652,153,"Menurut @corbuzier, kasus tersebut murni hasrat guru tersebut yang bejat. Bukan karena pakaian si wanita yang mengundang syahwat.  https://t.co/kx2x4dHN5v","Jakarta, Indonesia",12/12/2021 4:48,3,0,corbuzier,,,,,
190,Dakhnan,Pak D,483,486,@rizieqdivist @aniesbaswedan @corbuzier Tusuk gigi kasar,BSD,12/12/2021 4:21,0,0,rizieqdivist,aniesbaswedan,corbuzier,,,
191,pem1rsa,???,173,1508,"@harset2013 @Yuyem93 @mahasiswigenz bgus utk disablon di kaos, mug, poster, dll. utk kedokny jg bs pake muka si monster herry wirawan. #evil_inside?? @Wan9Wong2132 @yudi_lek @YaqutCQoumas @Listy9021 @yusuf_dumdum @rizieqdivist @seruanhl @Adiiiinnnnnn @Ayang_Utriza @AtikaFaya @corbuzier @Dennysiregar7 @hansssolo",,12/12/2021 4:03,3,0,harset2013,Yuyem93,mahasiswigenz,Wan9Wong2132,yudi_lek,corbuzier
192,AAretwett,AA 4RI????,4723,4175,RT @jodhikromo: @sapporo_jack @SukaKopiSeduh @aan_muba @GustiMberkahi @Theking3231Juan @FlobamoraGlobal @rebornjapemethe @Bams_1eng @parike…,"Montichiari, Lombardia",12/12/2021 3:58,0,2,jodhikromo,sapporo_jack,SukaKopiSeduh,aan_muba,GustiMberkahi,
193,AAretwett,AA 4RI????,4723,4175,RT @sapporo_jack: @SukaKopiSeduh @aan_muba @GustiMberkahi @Theking3231Juan @FlobamoraGlobal @rebornjapemethe @Bams_1eng @parikesit1897 @Aft…,"Montichiari, Lombardia",12/12/2021 3:58,0,2,sapporo_jack,SukaKopiSeduh,aan_muba,GustiMberkahi,Theking3231Juan,
194,AAretwett,AA 4RI????,4723,4175,RT @aan_muba: @SukaKopiSeduh @GustiMberkahi @Theking3231Juan @FlobamoraGlobal @rebornjapemethe @Bams_1eng @parikesit1897 @AfterV4 @infosebe…,"Montichiari, Lombardia",12/12/2021 3:57,0,1,aan_muba,SukaKopiSeduh,GustiMberkahi,Theking3231Juan,FlobamoraGlobal,
195,mirzakinar,utmost sastro,266,831,Monggo disimak om  @corbuzier https://t.co/V5hVKcgA2Y,,12/12/2021 3:54,0,0,corbuzier,,,,,
196,AAretwett,AA 4RI????,4723,4175,RT @jodhikromo: @SukaKopiSeduh @aan_muba @GustiMberkahi @Theking3231Juan @FlobamoraGlobal @rebornjapemethe @Bams_1eng @parikesit1897 @After…,"Montichiari, Lombardia",12/12/2021 3:45,0,1,jodhikromo,SukaKopiSeduh,aan_muba,GustiMberkahi,Theking3231Juan,
197,AAretwett,AA 4RI????,4723,4175,RT @SukaKopiSeduh: @aan_muba @GustiMberkahi @Theking3231Juan @FlobamoraGlobal @rebornjapemethe @Bams_1eng @parikesit1897 @AfterV4 @infosebe…,"Montichiari, Lombardia",12/12/2021 3:45,0,4,SukaKopiSeduh,aan_muba,GustiMberkahi,Theking3231Juan,FlobamoraGlobal,
198,budhi54521743,budhi,4,114,"RT @conan_idn: Ini muridnya HRS. kalau mau ngomongin HRS, jangan cuman satu pihak dr dudung saja ded @corbuzier, undang dong Habib Bahar ya…",,12/12/2021 3:36,0,792,conan_idn,corbuzier,,,,
199,Paulus_willy,P W S,7252,7681,"RT @HurryKoRn: Saya setuju dengan @corbuzier !

#HukumMatiHerryWirawan https://t.co/xq1MRPCMRR",Indonesia,12/12/2021 3:22,0,16,HurryKoRn,corbuzier,,,,
200,L30514,Tu4M4????,3433,4150,RT @TheoAgretto: @L30514 @Dennysiregar7 om @corbuzier harus baca berita ini ?? emosi kan om? emosi lah!,Aku lagi di depan mu ??,12/12/2021 3:19,0,1,TheoAgretto,L30514,Dennysiregar7,corbuzier,,
201,helloitsmekiu,kiu ??,222,254,"Ngakak bareng dulu yuk ah??????
@corbuzier @uusbiasaaja &amp; mongol

https://t.co/j0OljB6HDa",????,12/12/2021 3:16,0,0,,,,,,
202,painng0blink,?D??????,485,613,"RT @Maya83206301: Wahai @KomnasHAM denger apa kata bung @corbuzier bukankah anda tdk setuju dng hukuman kebiri 
Seandainya terjadi dng kel…",,12/12/2021 2:48,0,15,Maya83206301,KomnasHAM,corbuzier,,,
203,febriahadi,Febri Ahadi,341,147,"@detikcom Artinya kita boleh tidak karantina, asal kita meminta maaf dan berlaku sopan, walaupun kita sudah nyogok 40 juta ?? @KawalCOVID19 @dr_tompi @tirta_cipeng @corbuzier","Medan, Indonesia",12/12/2021 2:39,3,0,detikcom,KawalCOVID19,dr_tompi,tirta_cipeng,corbuzier,
204,sapporo_jack,jack - I?????,1352,1927,RT @jodhikromo: @sapporo_jack @SukaKopiSeduh @aan_muba @GustiMberkahi @Theking3231Juan @FlobamoraGlobal @rebornjapemethe @Bams_1eng @parike…,,12/12/2021 2:11,0,2,jodhikromo,sapporo_jack,SukaKopiSeduh,aan_muba,GustiMberkahi,
205,Atikah2010,A_t_i_k_a_h_,6140,4083,"RT @HurryKoRn: Saya setuju dengan @corbuzier !

#HukumMatiHerryWirawan https://t.co/xq1MRPCMRR","DKI Jakarta, Indonesia",12/12/2021 2:10,0,16,HurryKoRn,corbuzier,,,,
206,WtheLiar,duniaku duniamu,613,1394,"@rizieqdivist @Dakhnan @aniesbaswedan @corbuzier Azab Ahokers si penghina takbir ??????
https://t.co/idig4kp1Ph
https://t.co/TWHo3EM8Ao https://t.co/OUsEQHArs4",,12/12/2021 2:10,0,0,rizieqdivist,Dakhnan,aniesbaswedan,corbuzier,,
207,jodhikromo,Jodh?kr??m??,2359,2381,"@sapporo_jack @SukaKopiSeduh @aan_muba @GustiMberkahi @Theking3231Juan @FlobamoraGlobal @rebornjapemethe @Bams_1eng @parikesit1897 @AfterV4 @infosebelah @Suharla85020812 @otnayramitsme @007koteka @lakisolehah @seleb_berita @BertaSurabaya @aniesbaswedan @corbuzier Jangan sebut2 nama gaberner DKI,gw alergi, pengen muntah.","DKI Jakarta, Indonesia",12/12/2021 2:05,4,2,sapporo_jack,SukaKopiSeduh,aan_muba,GustiMberkahi,Theking3231Juan,corbuzier
208,jodhikromo,Jodh?kr??m??,2359,2381,"@SukaKopiSeduh @aan_muba @GustiMberkahi @Theking3231Juan @FlobamoraGlobal @rebornjapemethe @Bams_1eng @parikesit1897 @AfterV4 @infosebelah @Suharla85020812 @otnayramitsme @007koteka @lakisolehah @seleb_berita @BertaSurabaya @aniesbaswedan @corbuzier Terima sedot Anggaran,bonus sedot Ingus. https://t.co/qOVblXtpCE","DKI Jakarta, Indonesia",12/12/2021 2:03,3,1,SukaKopiSeduh,aan_muba,GustiMberkahi,Theking3231Juan,FlobamoraGlobal,corbuzier
209,aan_muba,AAN ????,7959,7990,"@SukaKopiSeduh @GustiMberkahi @Theking3231Juan @FlobamoraGlobal @rebornjapemethe @Bams_1eng @parikesit1897 @AfterV4 @infosebelah @Suharla85020812 @jodhikromo @otnayramitsme @007koteka @lakisolehah @seleb_berita @BertaSurabaya @aniesbaswedan @corbuzier Bankee, lemes bener tuh mulut ??",,12/12/2021 1:51,2,1,SukaKopiSeduh,GustiMberkahi,Theking3231Juan,FlobamoraGlobal,rebornjapemethe,corbuzier
210,aan_muba,AAN ????,7959,7990,RT @SukaKopiSeduh: @aan_muba @GustiMberkahi @Theking3231Juan @FlobamoraGlobal @rebornjapemethe @Bams_1eng @parikesit1897 @AfterV4 @infosebe…,,12/12/2021 1:50,0,4,SukaKopiSeduh,aan_muba,GustiMberkahi,Theking3231Juan,FlobamoraGlobal,
211,aan_muba,AAN ????,7959,7990,@sapporo_jack @SukaKopiSeduh @GustiMberkahi @Theking3231Juan @FlobamoraGlobal @rebornjapemethe @Bams_1eng @parikesit1897 @AfterV4 @infosebelah @Suharla85020812 @jodhikromo @otnayramitsme @007koteka @lakisolehah @seleb_berita @BertaSurabaya @aniesbaswedan @corbuzier Gara² doanya neno pasti ??,,12/12/2021 1:49,1,0,sapporo_jack,SukaKopiSeduh,GustiMberkahi,Theking3231Juan,FlobamoraGlobal,corbuzier
212,aan_muba,AAN ????,7959,7990,RT @sapporo_jack: @SukaKopiSeduh @aan_muba @GustiMberkahi @Theking3231Juan @FlobamoraGlobal @rebornjapemethe @Bams_1eng @parikesit1897 @Aft…,,12/12/2021 1:49,0,2,sapporo_jack,SukaKopiSeduh,aan_muba,GustiMberkahi,Theking3231Juan,
213,sapporo_jack,jack - I?????,1352,1927,"@SukaKopiSeduh @aan_muba @GustiMberkahi @Theking3231Juan @FlobamoraGlobal @rebornjapemethe @Bams_1eng @parikesit1897 @AfterV4 @infosebelah @Suharla85020812 @jodhikromo @otnayramitsme @007koteka @lakisolehah @seleb_berita @BertaSurabaya @aniesbaswedan @corbuzier Daripada ribet muter - muter tdk tentu arah,Wan Abas tdk salah dlm masalah penanganan banjir di jakarta, yg salah Tuhan kenapa menurunkan air hujan banyak. 
Gitu aja TITIK.",,12/12/2021 1:42,3,2,SukaKopiSeduh,aan_muba,GustiMberkahi,Theking3231Juan,FlobamoraGlobal,corbuzier
214,TrisiyoWong,????Wong Ndeso????,5612,5548,RT @SukaKopiSeduh: @aan_muba @GustiMberkahi @Theking3231Juan @FlobamoraGlobal @rebornjapemethe @Bams_1eng @parikesit1897 @AfterV4 @infosebe…,,12/12/2021 1:38,0,4,SukaKopiSeduh,aan_muba,GustiMberkahi,Theking3231Juan,FlobamoraGlobal,
215,aksioma02,#???l????s ????,12162,11778,"RT @yashadipura: To @corbuzier 

Ini sebuah request dan challenge
Agar Mr Dudung dan Habib Bahar di undang di podcast anda  untuk debat sil…",Permukaan Bumi,12/12/2021 1:02,0,1730,yashadipura,corbuzier,,,,
216,Kemal1sk,Gus Kadrun,1245,756,"@yashadipura @bani_qurtubi @corbuzier Kalau Tuhan saja berani dia samakan dgn orang/manusia krn ktnya Tuhan bukan orang Arab,  tentulah Dudung berani debat lawan HBS yang sama2 manusia.. https://t.co/kZsy3YYkIU",Togogland,12/12/2021 1:01,6,1,yashadipura,bani_qurtubi,corbuzier,,,
217,su_benu,Ibnu Su Benu,14,39,@TofaTofa_id @corbuzier Allahuakbar mantab jendral Dudung lanjutkan ??????,,12/12/2021 0:49,0,0,TofaTofa_id,corbuzier,,,,
218,Darmabakti21,Mantan Pacar Nikita,849,910,"RT @HurryKoRn: Saya setuju dengan @corbuzier !

#HukumMatiHerryWirawan https://t.co/xq1MRPCMRR",,12/12/2021 0:48,0,16,HurryKoRn,corbuzier,,,,
219,Guzmand40113032,CoverMent,327,2079,"RT @HurryKoRn: Saya setuju dengan @corbuzier !

#HukumMatiHerryWirawan https://t.co/xq1MRPCMRR",,12/12/2021 0:45,0,16,HurryKoRn,corbuzier,,,,
220,su_benu,Ibnu Su Benu,14,39,"@henma083 @TofaTofa_id @corbuzier Gk guna, bintang tamu yg penting masih ngantri.",,12/12/2021 0:42,0,0,henma083,TofaTofa_id,corbuzier,,,
221,HurryKoRn,? ?Ko?n,5050,3763,"RT @markenyot6: @HurryKoRn @corbuzier Gak layak hidup itu manusia..

Hukum mati saja..

Tabrakin kereta 

atau

Kasih makan ke buaya",The Blues,12/12/2021 0:24,0,1,markenyot6,HurryKoRn,corbuzier,,,
222,HurryKoRn,? ?Ko?n,5050,3763,RT @SunHok19: @HurryKoRn @corbuzier Setuju,The Blues,12/12/2021 0:23,0,1,SunHok19,HurryKoRn,corbuzier,,,
223,HurryKoRn,? ?Ko?n,5050,3763,"RT @Kuli__proyek: @HurryKoRn @corbuzier Ga ada yg lbh layak
Selain vonis mati",The Blues,12/12/2021 0:23,0,1,Kuli__proyek,HurryKoRn,corbuzier,,,
224,Kuli__proyek,??????,13513,11690,"@HurryKoRn @corbuzier Ga ada yg lbh layak
Selain vonis mati",????,12/12/2021 0:20,1,1,HurryKoRn,corbuzier,,,,
225,Kuli__proyek,??????,13513,11690,"RT @HurryKoRn: Saya setuju dengan @corbuzier !

#HukumMatiHerryWirawan https://t.co/xq1MRPCMRR",????,12/12/2021 0:18,0,16,HurryKoRn,corbuzier,,,,
226,Pencerah__,Remaja Muslim,10596,8544,"RT @HurryKoRn: Saya setuju dengan @corbuzier !

#HukumMatiHerryWirawan https://t.co/xq1MRPCMRR",Monas,12/12/2021 0:11,0,16,HurryKoRn,corbuzier,,,,
227,otnayramitsme,N4YR4????,9671,8428,RT @SukaKopiSeduh: @aan_muba @GustiMberkahi @Theking3231Juan @FlobamoraGlobal @rebornjapemethe @Bams_1eng @parikesit1897 @AfterV4 @infosebe…,"Victoriuos Queen, DL",12/12/2021 0:00,0,4,SukaKopiSeduh,aan_muba,GustiMberkahi,Theking3231Juan,FlobamoraGlobal,
228,markenyot6,Korban Haji SBL PENIPU,113,387,"@HurryKoRn @corbuzier Gak layak hidup itu manusia..

Hukum mati saja..

Tabrakin kereta 

atau

Kasih makan ke buaya",,12/11/2021 23:53,1,1,HurryKoRn,corbuzier,,,,
229,agamrngga,kazee!,317,435,"RT @corbuzier: Orang apa anjing!!?

https://t.co/Ci499lCooc",,12/11/2021 23:39,0,28,corbuzier,,,,,
230,Fadlypaps,Fadly S Paputungan,6,43,Jika si pemerkosa tidak bisa dihukum mati dengan UU formal Indonesia. Gimana kalo dia dikirim k DI Aceh? Sapa tau bisa d rajam... Gimana Om @corbuzier ?,,12/11/2021 23:09,0,0,corbuzier,,,,,
231,NkriSejahtera,#pikiran_waras - KF,7,118,"@Kemenag_RI 
@YaqutCQoumas 
@muhammadiyah
@nahdlatululama
@corbuzier
Ysh. Pak Menteri dan Bpk2 di NU dan Muhammadiyah.
mhn jila ada pos pengelolaan Dana Mesjid di maksimalkan.
Prihatin jika selalu saja ada permintaan dana di jalan2.
Saya yakin kita bisa sama2 bantu.",,12/11/2021 22:42,0,0,Kemenag_RI,,,,,
232,avanDrozack,Rozak Naufal,101,310,"Wahhhhhh, gimana neh om @corbuzier ? https://t.co/xDXix8hD0A",Surabaya,12/11/2021 21:21,0,0,corbuzier,,,,,
233,MZianu,AZ- Zahra ,664,1139,"RT @HurryKoRn: Saya setuju dengan @corbuzier !

#HukumMatiHerryWirawan https://t.co/xq1MRPCMRR",Johor bahru,12/11/2021 19:16,0,16,HurryKoRn,corbuzier,,,,
234,SukaKopiSeduh,SukaKopiSeduh????,2990,2699,"@aan_muba @GustiMberkahi @Theking3231Juan @FlobamoraGlobal @rebornjapemethe @Bams_1eng @parikesit1897 @AfterV4 @infosebelah @Suharla85020812 @jodhikromo @otnayramitsme @007koteka @lakisolehah @seleb_berita @BertaSurabaya Ngooookkk... @aniesbaswedan 
BRAVO buat Bang @corbuzier ... https://t.co/aaCZN06V3u","Colorado Springs, CO",12/11/2021 18:22,8,4,aan_muba,GustiMberkahi,Theking3231Juan,FlobamoraGlobal,rebornjapemethe,
235,D_bleew,Muaemmar chadafi azwar,13,33,Pinjem ekspresi nya mas @corbuzier untuk nasehat ! https://t.co/pi40BOLB4B,"DKI Jakarta, Indonesia",12/11/2021 18:20,0,0,corbuzier,,,,,
236,wongkalibanteng,Rengga Maulana,4554,4993,"RT @HurryKoRn: Saya setuju dengan @corbuzier !

#HukumMatiHerryWirawan https://t.co/xq1MRPCMRR",,12/11/2021 17:39,0,16,HurryKoRn,corbuzier,,,,
237,21aditya_bima,™ ???????? ??? ????,10115,9961,"RT @HurryKoRn: Saya setuju dengan @corbuzier !

#HukumMatiHerryWirawan https://t.co/xq1MRPCMRR",HATI mu dekat JANTUNG,12/11/2021 16:53,0,16,HurryKoRn,corbuzier,,,,
238,AnakLolina2,August,8283,2749,"RT @HurryKoRn: Saya setuju dengan @corbuzier !

#HukumMatiHerryWirawan https://t.co/xq1MRPCMRR",,12/11/2021 16:50,0,16,HurryKoRn,corbuzier,,,,
239,itsokeyyyyu,akuinisiapa,5,54,@corbuzier Om ded yuk lyodra di undang di podcast. Dulu lyodra pernah di undang di acara hitam putih sebelum terkenal. Berharap om ded bisa ajak lyodra main ke podcast ????,,12/11/2021 16:28,8,0,corbuzier,,,,,
240,SunHok19,Sun Hok,552,713,@HurryKoRn @corbuzier Setuju,,12/11/2021 16:27,1,1,HurryKoRn,corbuzier,,,,
241,SunHok19,Sun Hok,552,713,"RT @HurryKoRn: Saya setuju dengan @corbuzier !

#HukumMatiHerryWirawan https://t.co/xq1MRPCMRR",,12/11/2021 16:27,0,16,HurryKoRn,corbuzier,,,,
242,TheoAgretto,Jual Taichan,915,702,@L30514 @Dennysiregar7 om @corbuzier harus baca berita ini ?? emosi kan om? emosi lah!,Yogyakarta,12/11/2021 16:20,1,1,L30514,Dennysiregar7,corbuzier,,,
243,HurryKoRn,? ?Ko?n,5050,3763,"Saya setuju dengan @corbuzier !

#HukumMatiHerryWirawan https://t.co/xq1MRPCMRR",The Blues,12/11/2021 16:20,32,16,corbuzier,,,,,
244,rizieqdivist,????????????????????????,14907,3699,@Dakhnan @aniesbaswedan Ini moment yg sama ketika nge-prank @corbuzier pas Wan Jembud bilang bangun Lab BSL-3 itu ya?,Indonesia,12/11/2021 16:17,17,1,Dakhnan,aniesbaswedan,corbuzier,,,
245,nabilaekka,ekka,133,311,"Keren banget nyimak ceritanya Aprilio  Manganang di podcast @corbuzier 

Laki-laki tulen yang memiliki kelainan hipospadia (saluran kencing yang tidak berada pada ujung penis), tapi karena keterbatasan informasi harus menjalani hidipnya sebagai seorang perempuan selama 28 tahun",,12/11/2021 15:53,3,0,corbuzier,,,,,
246,kang_waqfi,Kang Waqfi,2110,2472,RT @Maya83206301: @owibukanowo @KomnasHAM @corbuzier @DavidWijaya82 @__AnakKolong @FerdinandHaean3 @_SEKNAS_RI @ChusnulCh__ @RD_4WR1212 @Na…,,12/11/2021 15:22,0,2,Maya83206301,owibukanowo,KomnasHAM,corbuzier,DavidWijaya82,
247,Maya83206301,Mayasari,1649,2023,RT @FeroS62733512: @Maya83206301 @KomnasHAM @corbuzier @DavidWijaya82 @__AnakKolong @FerdinandHaean3 @_SEKNAS_RI @ChusnulCh__ @RD_4WR1212 @…,,12/11/2021 15:21,0,1,FeroS62733512,Maya83206301,KomnasHAM,corbuzier,DavidWijaya82,
248,Maya83206301,Mayasari,1649,2023,RT @Maya83206301: @owibukanowo @KomnasHAM @corbuzier @DavidWijaya82 @__AnakKolong @FerdinandHaean3 @_SEKNAS_RI @ChusnulCh__ @RD_4WR1212 @Na…,,12/11/2021 15:21,0,2,Maya83206301,owibukanowo,KomnasHAM,corbuzier,DavidWijaya82,
249,Maya83206301,Mayasari,1649,2023,@owibukanowo @KomnasHAM @corbuzier @DavidWijaya82 @__AnakKolong @FerdinandHaean3 @_SEKNAS_RI @ChusnulCh__ @RD_4WR1212 @NanaRosa___ @KPAI_official Pura pura tahu tempe ???? https://t.co/5NZoU1zbZd,,12/11/2021 15:20,4,2,owibukanowo,KomnasHAM,corbuzier,DavidWijaya82,__AnakKolong,
250,WhisnuNugroho5,Whisnu Nugroho,0,14,"https://t.co/I8FMThLzcW

Panutan lah beliau sudah sering bersuara soal kebenaran! Sering jadi narasumber padahal resikonya adalah nyawanya... #tangkapyagoal 

@DlVHUMASPOLRI @CyberPolri @AREAJULID @jokowi @hotmanParis @corbuzier @NajwaShihab @KompasTV @kadivhumaspolri https://t.co/5bxOC7TZac",,12/11/2021 15:19,0,0,,,,,,
251,Maya83206301,Mayasari,1649,2023,RT @owibukanowo: @Maya83206301 @KomnasHAM @corbuzier @DavidWijaya82 @__AnakKolong @FerdinandHaean3 @_SEKNAS_RI @ChusnulCh__ @RD_4WR1212 @Na…,,12/11/2021 15:19,0,1,owibukanowo,Maya83206301,KomnasHAM,corbuzier,DavidWijaya82,
252,ediasmawan,????N3WN0RM4L????,2165,2954,"RT @AimanJudakusum1: @BaliShadesail @Candraasmara85 luar biasa ya....
expert bingits ??

yakin,
gak byk yg punya kompetensi macam org ini
??…",,12/11/2021 14:59,0,2,AimanJudakusum1,BaliShadesail,Candraasmara85,,,
253,YusraMahendra09,Yusra Mahendra,4,12,"@YWid84 @Komareddan @corbuzier Lo percayanya sama si kafir sih, renungin aja deh baik baik",,12/11/2021 14:26,0,0,YWid84,Komareddan,corbuzier,,,
254,avisayunda,Avisa Ayunda Tionika,304,449,"Bang, om ded, mbak nana yuk bisa yuk diliat @uusbiasaaja @corbuzier @NajwaShihab @MataNajwa https://t.co/3cJZMowrGL","ÜT: -6.32039,106.92453",12/11/2021 14:22,0,0,uusbiasaaja,corbuzier,NajwaShihab,MataNajwa,,
255,catandfishriuos,Txtdarihati,904,2131,"@corbuzier om Ded, where is Menteri PPA?? disaat Indonesia darurat pelecehan dan pemerkosaan dia menghilang, ini menteri apa Avatar njirr 
Muak bgt ga ada pergerakan dari atas https://t.co/lQiKqW9qSz",Sir Matt Busby Way,12/11/2021 13:58,0,0,corbuzier,,,,,
256,YWid84,Y.Widodo,13,37,"@YusraMahendra09 @Komareddan @corbuzier Setelah saya baca dan cermati sumber"" terpecaya lebih ke kriminal sih ..",indonesia,12/11/2021 13:50,0,0,YusraMahendra09,Komareddan,corbuzier,,,
257,NUMURA,????~JHS~????,2261,2324,"Diduga mafia internasional terlibat krn ada dugaan WNA yg terlibat

Cc:
@jokowi
@mohmahfudmd
@ListyoSigitP
@CCICPolri
@yanmas_reskrim
@ojkindonesia
@bank_indonesia
@PPATK
@KompasTV
@Metro_TV
@Rosianna766Hi
@NajwaShihab
@AimanWitjaksono
@corbuzier

https://t.co/T5gpipsTAt",????Indonesia ????,12/11/2021 13:46,0,0,,,,,,
258,YusraMahendra09,Yusra Mahendra,4,12,"@YWid84 @Komareddan @corbuzier Ini hoax apa asli juga bro kan plakunya ahli agama juga dan setiap manusia biasa punya dosa dan ksalahan udah brapa kali gua bilang sama lo sih kok ga paham paham, beragama itu liat kitab sucinya bukan orang orangnya, tapi klo liat kitab suci kitab lo mngatakan hanya utusan ya?? https://t.co/2OrCMfA5pS",,12/11/2021 13:42,0,0,YWid84,Komareddan,corbuzier,,,
259,owibukanowo,? Kopi 10 M™,4596,4857,"RT @Maya83206301: Wahai @KomnasHAM denger apa kata bung @corbuzier bukankah anda tdk setuju dng hukuman kebiri 
Seandainya terjadi dng kel…",,12/11/2021 13:25,0,15,Maya83206301,KomnasHAM,corbuzier,,,
260,owibukanowo,? Kopi 10 M™,4596,4857,"@Maya83206301 @KomnasHAM @corbuzier @DavidWijaya82 @__AnakKolong @FerdinandHaean3 @_SEKNAS_RI @ChusnulCh__ @RD_4WR1212 @NanaRosa___ @KPAI_official juga diem2 bae, anak dilatih badminton teriak, giliran kasus begini bisu",,12/11/2021 13:25,2,1,Maya83206301,KomnasHAM,corbuzier,DavidWijaya82,__AnakKolong,
261,FeroS62733512,Fero S,1424,1661,"@Maya83206301 @KomnasHAM @corbuzier @DavidWijaya82 @__AnakKolong @FerdinandHaean3 @_SEKNAS_RI @ChusnulCh__ @RD_4WR1212 @NanaRosa___ Bnr bngt SDH semakin kencang masyarakat bersuara syukur dah,mudahan  korban yg lain mendengar,spy mrk TDK tkt masyarakat mendukung para korban dan yg mau coba coba mungkin akan berfikir panjang,",,12/11/2021 13:20,1,1,Maya83206301,KomnasHAM,corbuzier,DavidWijaya82,__AnakKolong,
262,FeroS62733512,Fero S,1424,1661,"RT @Maya83206301: Wahai @KomnasHAM denger apa kata bung @corbuzier bukankah anda tdk setuju dng hukuman kebiri 
Seandainya terjadi dng kel…",,12/11/2021 13:17,0,15,Maya83206301,KomnasHAM,corbuzier,,,
263,zmhna95,Zmhna95,0,1,@corbuzier Anjing Ke Nya,,12/11/2021 13:13,0,0,corbuzier,,,,,
264,YusraMahendra09,Yusra Mahendra,4,12,"@YWid84 @Komareddan @corbuzier Mohon aja sih kafir itu ngaca dulu karna setiap manusia biasa pasti punya dosa dan kesalahan, jdi klo liat agama liat kitab sucinya bukan orangnya. https://t.co/jx2xVCJECS",,12/11/2021 12:56,0,0,YWid84,Komareddan,corbuzier,,,
265,YusraMahendra09,Yusra Mahendra,4,12,"@YWid84 @Komareddan @corbuzier Itu pengetahuan kan fir dari yg dia tau, nah fir klo gua denger ceramah itu ya ustad BUYA HAMKA, BUYA GUSRIZALUAS, UAH, BUYA YAHYA,dll",,12/11/2021 12:52,0,0,YWid84,Komareddan,corbuzier,,,
266,YusraMahendra09,Yusra Mahendra,4,12,"@YWid84 @Komareddan @corbuzier kan gua bilang gua bukan ngikutin manusia biasa yg pasti pernah berbuat salah klo kafir yg munafik tingkat tinggi pasti punya kesalahan juga, gua ngikutin agama gua dan pedomanya syariat, kitab termaksud Alquran , klo liat agama liat dari kitabnya bkan orangnya yg manusia biasa.",,12/11/2021 12:48,0,0,YWid84,Komareddan,corbuzier,,,
267,YusraMahendra09,Yusra Mahendra,4,12,@YWid84 @Komareddan @corbuzier Negara tu rusak klo manusianya nikah sama anjing?? https://t.co/D9QqIBKjVN,,12/11/2021 12:42,0,0,YWid84,Komareddan,corbuzier,,,
268,dickyseptian31,DICKY BULE,486,80,@corbuzier Gimana menurut lo master?? https://t.co/SoqJbabgNt,moces_lampung,12/11/2021 12:27,0,0,corbuzier,,,,,
269,heatnotburn234,#Iqoser,188,252,"RT @Maya83206301: Wahai @KomnasHAM denger apa kata bung @corbuzier bukankah anda tdk setuju dng hukuman kebiri 
Seandainya terjadi dng kel…",,12/11/2021 12:15,0,15,Maya83206301,KomnasHAM,corbuzier,,,
270,Gus_Arifin,Gus Arifin,8709,1172,"RT @Maya83206301: Wahai @KomnasHAM denger apa kata bung @corbuzier bukankah anda tdk setuju dng hukuman kebiri 
Seandainya terjadi dng kel…",Bintaro ,12/11/2021 12:11,0,15,Maya83206301,KomnasHAM,corbuzier,,,
271,budiman_moses,Moses Budiman,0,10,@corbuzier Undang duta karantina om,,12/11/2021 12:04,0,0,corbuzier,,,,,
272,SukadamK,Sukadam Kadam,178,274,"RT @Maya83206301: Wahai @KomnasHAM denger apa kata bung @corbuzier bukankah anda tdk setuju dng hukuman kebiri 
Seandainya terjadi dng kel…",,12/11/2021 11:59,0,15,Maya83206301,KomnasHAM,corbuzier,,,
273,MrmRival,MuhamadRivalMaulana!,14,222,@CNNIndonesia om @corbuzier jadi pindah negara ?,BOGOR,12/11/2021 11:49,0,0,CNNIndonesia,corbuzier,,,,
274,Bodenkkokko,Bodenk,293,1666,RT @Maya83206301: @nie_mans @KomnasHAM @corbuzier @DavidWijaya82 @__AnakKolong @FerdinandHaean3 @_SEKNAS_RI @ChusnulCh__ @RD_4WR1212 @NanaR…,,12/11/2021 11:45,0,4,Maya83206301,nie_mans,KomnasHAM,corbuzier,DavidWijaya82,
275,Maya83206301,Mayasari,1649,2023,RT @Maya83206301: @nie_mans @KomnasHAM @corbuzier @DavidWijaya82 @__AnakKolong @FerdinandHaean3 @_SEKNAS_RI @ChusnulCh__ @RD_4WR1212 @NanaR…,,12/11/2021 11:41,0,4,Maya83206301,nie_mans,KomnasHAM,corbuzier,DavidWijaya82,
276,PapaeFiska,NIAN TANA ®©?? ???? ???? ????,1126,1347,"RT @Maya83206301: Wahai @KomnasHAM denger apa kata bung @corbuzier bukankah anda tdk setuju dng hukuman kebiri 
Seandainya terjadi dng kel…",,12/11/2021 11:39,0,15,Maya83206301,KomnasHAM,corbuzier,,,
277,PapaeFiska,NIAN TANA ®©?? ???? ???? ????,1126,1347,RT @Maya83206301: @nie_mans @KomnasHAM @corbuzier @DavidWijaya82 @__AnakKolong @FerdinandHaean3 @_SEKNAS_RI @ChusnulCh__ @RD_4WR1212 @NanaR…,,12/11/2021 11:39,0,4,Maya83206301,nie_mans,KomnasHAM,corbuzier,DavidWijaya82,
